,id,title,url,content,genre
57,58,Ai có ngờ!,https://www.thivien.net/Kh%C6%B0%C6%A1ng-H%E1%BB%AFu-D%E1%BB%A5ng/Ai-c%C3%B3-ng%E1%BB%9D/poem-ls88dy0hENOCB9iDNCPPIw,"Em chết, ô em! Ai có ngờ!
Đau lòng anh lắm: sáu con thơ
Ba mươi mốt tuổi người răng rứa?
Đôi lứa trăm năm chuyện phỉnh phờ!
Giai ngẫu đã thành duyên tưởng tượng
Chiêm bao còn mọng chút vu vơ!
Tương tư biết gởi vào đâu hỡi?
Vũ trụ mang mang hướng lạc bờ...",7 chu
58,59,Ai xui gặp lại,https://www.thivien.net/B%C3%B9i-Th%E1%BB%8B-Tr%E1%BB%8Dng-C%C6%A1/Ai-xui-g%E1%BA%B7p-l%E1%BA%A1i/poem-HtaVuG6K2Mg4CqiOMhmkuA,"Sự thật mà em cứ ngỡ mơ
Gặp anh buổi ấy thật không ngờ
Ngọt ngào giọng nói thời trai trẻ
Thắm thiết tia nhìn thuở tuổi thơ
Kỷ niệm tưởng chừng như lịm tắt
Bóng hình dường thể tựa phai mờ
Nào hay một phút ai xui gặp
Day dứt buồng tim mãi đến giờ",7 chu
59,60,Ai xui Tây đến,https://www.thivien.net/B%C3%B9i-H%E1%BB%AFu-Ngh%C4%A9a/Ai-xui-T%C3%A2y-%C4%91%E1%BA%BFn/poem-OnSaWg5PqsLMEmMBZtnFkg,"Ai khiến thằng Tây tới vậy cà?
Đất bằng bỗng chốc nổi phong ba
Hẳn hoi ít mặt đền ơn nước,
Nháo nhác nhiều tay bận nỗi nhà
Đá sắt ôm lòng cam với trẻ
Nước non có mắt thấy cho già
Nam kì chi thiếu người trung nghĩa,
Báo quốc cần vương dễ một ta!",7 chu
60,61,Albert Eistein,https://www.thivien.net/Ph%E1%BA%A1m-Tr%C6%B0%E1%BB%9Dng-Giang/Albert-Eistein/poem-1Da5AF6ug7_-pb8wncQfVw,"Lỗi lạc trần gian ngự tây phương
Thiên niên duyên định toả ngát hương
Hiền nhân một thuở nuôi nhân loại
Thế nhân muôn nẻo mãi hùng cường.",7 chu
61,62,An bài,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/An-b%C3%A0i/poem-6BdLp8yHupKRpmkd2pNsow,"Mùa thu điểm lá chín vàng phai
Tóc lại từng hôm sợi trắng bay
Muốn ngắm trần gian dài mấy chốc
Buồn sao sức kiệt đã an bài.",7 chu
62,63,An Hải sa bàn,https://www.thivien.net/Nguy%E1%BB%85n-C%C6%B0-Trinh/An-H%E1%BA%A3i-sa-b%C3%A0n/poem-E6fJz7wIcWG6KHlu4xu33A,"Bàn Cổ xưa kia kế đã thâm,
Khéo bày lọc cát đúc thành mâm.
Khạc ra cá nhảy đầy Đông Hải,
Dọn lại mùi ngon rặt nghĩa sâm.
Chợ cách, hoá nên non nước thế
Đũa giơ rồi rủ gió trăng ngâm.
Mời ông điếu tẩu Sa Kỳ tới,
Rót chén yên hà để dưỡng tâm.",7 chu
63,64,An nhiên,https://www.thivien.net/Ph%E1%BA%A1m-Th%C3%A1i-S%C6%A1n/An-nhi%C3%AAn/poem-PfiL4C6kEVw2dNbImInBXA,"Lòng người ẩn tấu khúc âm riêng
Bụi cát hoài mong nét tịnh thiền
Chén rượu đời trao say vẫn tỉnh
Câu thơ phận kiếp nhớ rồi quên
Bấm tay tự biết thôi duyên số
Nhắm mắt đâu mong chuyện bạc tiền
Tựa vách rêu phong nhìn lá rụng
Mỉm cười thế thái để an nhiên.",7 chu
64,65,An Tư công chúa,https://www.thivien.net/Tr%E1%BA%A7n-%C4%90%E1%BB%A9c-Ph%E1%BB%95/An-T%C6%B0-c%C3%B4ng-ch%C3%BAa/poem-47Le7h2N6W5f2qQaZz42cw,"Quốc sắc thiên hương một đoá hồng
Gặp cơn binh lửa của non sông
Xả thân đền đáp quê hương Việt
Nuốt nhục yêu chìu chủ soái Mông
Hương lửa bẽ bàng nơi trướng giặc
Gối chăn lắt léo sợi tơ hồng
Ngàn năm còn nỗi niềm chua xót
Hậu thế mấy người biết cảm thông?",7 chu
65,66,Anh buộc đời em,https://www.thivien.net/Qu%C3%A1ch-T%E1%BA%A5n/Anh-bu%E1%BB%99c-%C4%91%E1%BB%9Di-em/poem-dj1g9PC3u5dMignfraneqQ,"Anh buộc đời em bến buộc thuyền
Nước trôi thuyền trở bến nằm yên
Một mai anh thả thuyền lơi bến
Mây nước lòng em lạnh ước nguyền",7 chu
66,67,Anh đánh dậm,https://www.thivien.net/Nguy%E1%BB%85n-V%C4%83n-N%C4%83ng/Anh-%C4%91%C3%A1nh-d%E1%BA%ADm/poem-ftY1rKg53kNbw_PblK9TLw,"Đem thân ra nước vẫy vùng chơi,
Lũ tép đàn tôm phải khiếp oai!
Nửa nguyệt ngang trời vung cõi đất,
Chữ trung khắp thế nhẹ bên vai.
Lưng bầu non nước gương đời tỏ,
Đôi túi anh hùng vể nước soi.
Thời thế có chăng chung đúc được,
Ngại ngùng nước cạn những thương ai!",7 chu
67,68,Anh đồ,https://www.thivien.net/Tr%E1%BA%A7n-Duy-V%C3%B4n/Anh-%C4%91%E1%BB%93/poem-C_49snSB8Kl2w-OKoLibVw,"Nhắn hỏi nhà quê mấy bác đồ,
Đồ gì đồ chữ của nhà nho;
Áo buồm lượt sượt vòng khăn vặn,
Quần thụng nhôm nhem mối khố xò;
Tâm sự dăm ba điều khả bất,
Văn chương sáu bảy chữ chi hồ.
Cái gì khác hẳn văn minh nhỉ,
Khác cái trên đầu búi tó to.",7 chu
68,69,Anh mãi đợi em,https://www.thivien.net/Xu%C3%A2n-Mi%E1%BB%81n/Anh-m%C3%A3i-%C4%91%E1%BB%A3i-em/poem-csdlB9k_9j8NsXrcv_7mkw,"Anh mãi đợi em ở chốn này
Bao mùa thu tới lá vàng bay
Mưa sa mấy độ tình không nhạt
Giông tố bao phen nghĩa vẫn đầy.
Lưu luyến đường xưa khi tiễn bước
Thẹn thùng lối cũ lúc chia tay
Trải bao dâu bể hình xa bóng
Vẫn đợi chờ em suốt tháng ngày.

Vẫn đợi chờ em suốt tháng ngày
Phương trời xa ấy có ai hay
Ve kêu ngày hạ tàn thân yếu
Cuốc gọi đêm đông héo xác gầy.
Ong bướm tỏ tình lòng chẳng lụy
Nụ hoa mời gọi dạ không lay
Sao dời vật đổi đời nghiêng ngả
Anh mãi đợi em ở chốn này.",Tu do
69,70,Ánh sáng nàng trăng,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/%C3%81nh-s%C3%A1ng-n%C3%A0ng-tr%C4%83ng/poem-kWA2LokNpoOZ7hEh_1XAWA,"Phải ánh sáng nàng trăng
Thì khêu nét chị Hằng
Nếu là một vết đóm
Nguyền suốt kiếp làm băng.",5 chu
70,71,Anh sẽ về,https://www.thivien.net/B%C3%B9i-Th%E1%BB%8B-Tr%E1%BB%8Dng-C%C6%A1/Anh-s%E1%BA%BD-v%E1%BB%81/poem-cJRisQIBo5WHyv2jTHfljw,"Anh hẹn thu nay anh sẽ về
Dù rằng cách trở dặm sơn khê
Gởi vần thơ thắm trông vời vợi
Nhắp giọt men sầu nhớ tái tê
Mơ thuở sân trường âu yếm hỏi
Tưởng hồi nét bút dịu dàng phê
Sông sâu, núi dựng, đèo ngăn lối
Lặn lội tìm nhau vẹn ước thề",7 chu
71,72,Ảnh thi sĩ Phương Trì,https://www.thivien.net/Ho%C3%A0ng-Ng%E1%BB%8Dc-Giao/%E1%BA%A2nh-thi-s%C4%A9-Ph%C6%B0%C6%A1ng-Tr%C3%AC/poem-BreNAMgjTFLB9agc66P7rg,"Trán cao. mũi thẳng, mặt hơi dài,
Răng vẩu mà trông vẫn điển trai.
Mắt sáng, phường gian kinh mất mật,
Mày thanh, người ngọc muốn quàng vai.
Lưng gù khom xuống coi hình đất,
Tai lớn vênh lên hóng chuyện trời.
Môi thắm, mắt xanh, da bánh mật,
Ảnh mình thơ thẩn tưởng hình ai.",7 chu
72,73,Ánh trăng,https://www.thivien.net/%C4%90o%C3%A0n-Ph%C3%BA-T%E1%BB%A9/%C3%81nh-tr%C4%83ng/poem-Cd_lvgB3L6MIppv4kOvm1g,"Mải miết đường đời đã bấy lâu,
Biếng nhìn trăng cũ muốn quên sầu;
Đêm nay bỗng thấy bên song ngõ
Một ánh xanh mờ thoáng tự đâu,
Leo lét gợi khêu tình quá vãng,
Lòng thơ bao xiết nỗi thương đau;
Vung chăn toan rũ màn đen tối,
Mắt lệ đờ trong vành ngọc cao.",7 chu
73,74,Anh vẫn chờ em,https://www.thivien.net/Xu%C3%A2n-Mi%E1%BB%81n/Anh-v%E1%BA%ABn-ch%E1%BB%9D-em/poem-3dMG3hdSy2CMXrkiq7KJPQ,"Viết về một mối tình ngang trái

Nhớ lắm, thương nhiều em biết không
Năm canh thao thức lệ tuôn dòng
Nơi phương trời đó em mong đợi
Ở chốn đất này anh ngóng trông
Đã mấy mùa xuân xa bóng Nguyệt
Và bao ngày tháng vắng tin Hồng
Đường xa, dặm thẳng muôn diều vợi
Anh vẫn chờ em – dẫu bão dông.",Tu do
74,75,Ảo ảnh,https://www.thivien.net/%C4%90%E1%BB%97-Kim-V%C5%A9/%E1%BA%A2o-%E1%BA%A3nh/poem-FXwfSHu2E3uGRDdSj5cqEA,"Đêm khuya vắng lặng vầng trăng tỏ
Thấm rượu mềm môi ý mịt mờ
Tịch mịch mình ta ôn nỗi nhớ
Âm thầm chiếc bóng mộng niềm mơ
Trời đông lá đọng sương khua rối
Đất lạnh hoa vươn hé nhuỵ hờ
Thoảng bóng ai về sao chẳng nói
Cho lòng trĩu nặng hỡi người thơ",7 chu
75,76,Ảo ảnh,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/%E1%BA%A2o-%E1%BA%A3nh/poem-YcPMw-4OFSBj-t0F9J8v1Q,"Bài thơ bật lửa tình xuân mộng
Mấy vần luyến ái tựa chim bay
Cặp đôi và dạo cung tiên cảnh
Hú mỏ yêu đương ảo ảnh dài.",7 chu
76,77,Ảo ảnh sa mạc,https://www.thivien.net/V%C5%A9-Ho%C3%A0ng-Ch%C6%B0%C6%A1ng/%E1%BA%A2o-%E1%BA%A3nh-sa-m%E1%BA%A1c/poem-lrkD5MfuZYjVXk-Nt2OsDg,"Thành xây trên cát, lẽ nào ư!
Hãn mã hoài công Thành Cát Tư...
Sa mạc chỉ còn đây: ảo ảnh
Ngai vàng lật ngược giữa không hư!",7 chu
77,78,Áo em,https://www.thivien.net/Xu%C3%A2n-Mi%E1%BB%81n/%C3%81o-em/poem-dYYrlp0qFTVbbUpUx8-RvA,"Nhân ngày thầy thuốc Việt Nam 27 tháng 2.

Áo trắng em mang ""Thập tự"" hồng
Nhiệt tâm, cao khiết đẹp như bông
Ngày đêm vất vả lo điều trị
Sớm tối tận tình dẫu bão dông
Cấp cứu mạng người qua đại nạn
Chăm lo sức khoẻ của muôn dân
Cuộc đời áo trắng thương người bệnh
Thầy thuốc như em giống Mẹ hiền.",Tu do
78,79,Ao làng,https://www.thivien.net/Nguy%E1%BB%85n-Kh%C3%B4i/Ao-l%C3%A0ng/poem-1VrVm_DTrXliBBQ4lZSsCQ,"Vượt biển, chơi hồ, trở quá giang
Bỗng dưng lại thấy nhớ ao làng
Cái đêm hè ấy ai ra tắm
Để cả bầu trời phải tắt trăng.",7 chu
79,80,Áo thu,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/%C3%81o-thu/poem-Pc3H3MSnN4GWEULce92vPA,"Mong manh chiếc áo lá vàng rơi
Một khách là trăng khẽ gót đời
Ánh mắt đưa tình mây gợn sóng
Cõi lòng đón nghĩa gió hôn môi
Trời cao ngơ ngẩn người trông ngóng
Đất rộng xôn xao cảnh gọi mời
Hồn chết, duyên bay sau chót mắt
Hỡi người gặp gỡ để mà chơi!",7 chu
80,81,Ao trưa,https://www.thivien.net/Qu%C3%A1ch-T%E1%BA%A5n/Ao-tr%C6%B0a/poem-VX3FqSYSPdgh8V1U0TUPDg,"Bờ ao cộng cỏ chí
Lả lướt ngọn nồm đưa
Con chuồn chuồn điểm nước
Mong dừng chân nghỉ trưa.",5 chu
81,82,Áo vá quàng,https://www.thivien.net/Nguy%E1%BB%85n-Khu%C3%AA/%C3%81o-v%C3%A1-qu%C3%A0ng/poem-mcodrt0gfgSdw1ckEjGvLA,"Mặc ai tím tía mặc the hàng,
Con mắt xiu vì áo vá quàng.
Mới cũ rõ ràng in mật mực,
Trước sau khăng khít lượt hai đàng.
Tình chàng sánh với khi đằm thắm,
Nghĩa thiếp nào quên lúc cũ càng.
Giúp đỡ anh hùng cơn lỡ vận,
Thân này chi bận chốn giàu sang.",7 chu
82,83,Áp noãn,https://www.thivien.net/L%C3%AA-Th%C3%A1nh-T%C3%B4ng/%C3%81p-no%C3%A3n/poem-BkdPafbmlJXJk0sDJlKY0g,"Trứng ở nhà ai chẳng nồng,
Một hòn hỗn độn nẻo sơ đông.
Ngoài in thái tố mười phân bạc,
Trong nhuộm đan sa một điểm hồng.
Sang, khó, nào ai chẳng đẹp miệng ?
Xưa nay mấy kẻ chất nên chồng ?
Giống lành nỡ để ba đông lạnh,
Sá mượn kim kê ấp lấy tông.",Tu do
83,84,Ăn chơi,https://www.thivien.net/H%E1%BB%8Dc-L%E1%BA%A1c/%C4%82n-ch%C6%A1i/poem-MCD_Xt155WfOd_p28SD3DQ,"Dễ muốn ăn chơi thế vậy à
Người đời thấm thoắt bóng câu qua
Tháng ngày thoi trở năm càng thúc
Tơ tóc sương bay tuổi đã già
Khiển hứng no nê mùi Quảng Tống
Tieu sầu chuếnh choáng rượu Lang Sa
Trải xem ai nấy đều mê mệt
Há dễ mình ta tỉnh đặng mà",7 chu
84,85,Ăn cỗ đầu người,https://www.thivien.net/Nguy%E1%BB%85n-Bi%E1%BB%83u/%C4%82n-c%E1%BB%97-%C4%91%E1%BA%A7u-ng%C6%B0%E1%BB%9Di/poem-w_GN8VfmTbSOJXkdxHqWrw,"Ngọc thiện trân tu đã đủ mùi,
Gia hào thêm có cỗ đầu người.
Nem công chả phượng còn thua béo,
Thịt gấu gân lân hẳn kém tươi.
Cá lối Lộc minh so cũng một,
Vật bày thỏ thủ bội hơn mười.
Kìa kìa ngon ngọt tày vai lợn,
Tráng sĩ như Phàn tiếng để đời!",7 chu
85,86,Ăn mày,https://www.thivien.net/Nguy%E1%BB%85n-Khuy%E1%BA%BFn/%C4%82n-m%C3%A0y/poem-ZNh1mjjGv4fB0X_bgr3Ccg,"Gõ cửa làm chi quấy cả ngày,
Hỏi ra mới biết lão ăn mày.
Ăn mày chớ có ăn tao nhé,
Gạo kém, đồng khô thế mới rầy.",7 chu
86,87,Ăn mày chết,https://www.thivien.net/T%C3%B4n-Th%E1%BB%8D-T%C6%B0%E1%BB%9Dng/%C4%82n-m%C3%A0y-ch%E1%BA%BFt/poem-a8Fx7ik1JvT6lTgWaHXjNQ,"Của trong thiên hạ một tay thâu,
Thác xuống âm cung sự nghiệp đâu.
Hòm sẵn đất trời dành liệm cốt,
Đèn nhờ nhựt nguyệt để chong dầu.
Cỏ cây tạm tế đền ơn nặng,
Chim chóc theo đưa đáp ngãi sâu.
Một nắm xác tàn còn rõ dấu,
Gặp đời Tây Bá biết bao lâu.",7 chu
87,88,Ăn mặn khát nước...,https://www.thivien.net/Xu%C3%A2n-Mi%E1%BB%81n/%C4%82n-m%E1%BA%B7n-kh%C3%A1t-n%C6%B0%E1%BB%9Bc/poem-D_8uiG_Oz4wGo1tT-ZDulQ,"Lấy cảm hứng từ câu ""Ăn mặn khát nước""

Ăn mặn ắt là khát nước thôi
Trời sinh vạn vật ở trên đời
Luân hồi, xoay chuyển đâu cho thoát
Nhân quả, quay vòng khó lọt trôi.
Hiền, ác - đôi đường luôn cách biệt
Dữ, lành - hai lối chẳng chung nôi
Nhân nào quả ấy người xưa dạy
Gieo gió có ngày gặt bão thôi.",Tu do
88,89,Ăn tết,https://www.thivien.net/H%C3%A0n-M%E1%BA%B7c-T%E1%BB%AD/%C4%82n-t%E1%BA%BFt/poem-XS_q4CbmZl1qLd1Az6ROzA,"Tết nhứt nhà ai khéo khéo bày,
Cỗ bàn sắm sửa áo quần may.
Cành bông ba bữa mang công nợ,
Tốt mặt mấy ngày phải mượn vay.
Cô nọ đủ lưng chờ bóc sách,
Cậu kia móc đít được ba tây.
Ai vui cười thiệt ta cười gượng,
Lãnh đạm thà mang tiếng chẳng hay.",7 chu
89,90,Ăn Tết ở Sài Gòn,https://www.thivien.net/Cao-Th%E1%BB%8B-Ng%E1%BB%8Dc-Anh/%C4%82n-T%E1%BA%BFt-%E1%BB%9F-S%C3%A0i-G%C3%B2n/poem-ycNk61WaA0IjcD7n8UPx9Q,"Nghìn dặm xa xôi trải nước non,
Thoi đà thấm thoát sáu trăng tròn.
Xuân về hớn hở người vui bạn,
Tết đến bùi ngùi mẹ nhớ con.
Người trước năm mươi đà biết dại
Ta nay sáu chục vẫn chưa khôn
Nam kỳ ướm hỏi ai tri thức
Khắc khoải xa nghe cuốc gọi hồn.",7 chu
90,91,Âm ba,https://www.thivien.net/Qu%C3%A1ch-T%E1%BA%A5n/%C3%82m-ba/poem-gjCU5v8EoNz6N5DRFnFIrw,"Sương xuống hồi chuông lặng
Dư âm tràn hư không
Lửng lơ vàng gợi sóng
Trăng hồ thu mênh mông.",5 chu
91,92,Ẩn nấp,https://www.thivien.net/Y%E1%BA%BFn-Lan/%E1%BA%A8n-n%E1%BA%A5p/poem-i9mUoCYEVR6mkirwqrXOkg,"Rào rạt vườn xuân vạn bướm bay
Li ti hàng phấn rải hương vây
Có ai giấu được em trong ấy
Đã lộ cho anh một nét ngài",7 chu
92,93,Ân tình chu chí,https://www.thivien.net/Khuy%E1%BA%BFt-danh-Vi%E1%BB%87t-Nam/%C3%82n-t%C3%ACnh-chu-ch%C3%AD/poem-2fphGi6sOTuJiStjTQ4Zag,"Duyên ưa quân tử với hồng nhan,
Ân ái thêm vui bạn phụng loan.
Dặc dặc trống chuông hoà dịp phách,
Song song cầm sắt phím dây đàn.
Thề sông chỉ núi nguyền muôn kiếp,
Dựa ngọc nương vàng hợp một đoàn.
Công thở đậm nồng âu đã phỉ,
Lòng mây tình nước lệ khôn hàn.",7 chu
93,94,Ân tình tái hợp,https://www.thivien.net/Khuy%E1%BA%BFt-danh-Vi%E1%BB%87t-Nam/%C3%82n-t%C3%ACnh-t%C3%A1i-h%E1%BB%A3p/poem-qAilOzns-nno-e9ibZym-A,"Liễu tây đâu nỡ phụ đào đông,
Mấy nỗi căm hờn thoát sạch không.
Gối phụng duyên ưa phai lại thắm,
Bạn loan nghĩa cũ nhạt nên nồng.
Nương vàng tựa ngọc thề muôn kiếp,
Sửa túi nâng khăn cẩn một lòng.
Đường nghĩa phen này càng vấn vít,
Tấc lòng ân ái kể bao cùng.",7 chu
94,95,Ấp ủ,https://www.thivien.net/H%C3%A0n-Qu%E1%BB%91c-V%C5%A9/%E1%BA%A4p-%E1%BB%A7/poem-iFLGiIRM8-FLxNsZZdiILg,"Từng giờ chỉ dệt với khăn thêu
Lặng tiếng chờ anh nghẹn bóng chiều
Dáng vóc người trai soi lấp lánh
Bỗng về ấp ủ gói tình yêu.",7 chu
95,96,Ba cái lăng nhăng,https://www.thivien.net/Tr%E1%BA%A7n-T%E1%BA%BF-X%C6%B0%C6%A1ng/Ba-c%C3%A1i-l%C4%83ng-nh%C4%83ng/poem-sfmhVlf4_IkoZCtK-3Bc5g,"Một trà, một rượu, một đàn bà,
Ba cái lăng nhăng nó quấy ta.
Chừa được cái gì hay cái nấy,
Có chăng chừa rượu với chừa trà!",7 chu
96,97,Ba chặng đường tu,https://www.thivien.net/V%C5%A9-Ho%C3%A0ng-Ch%C6%B0%C6%A1ng/Ba-ch%E1%BA%B7ng-%C4%91%C6%B0%E1%BB%9Dng-tu/poem-PIpII0x1HCk9CW_mpdoYBA,"nghe được từ lâu cá thở than,
hôm nay mới sõi tiếng cây ngàn.
bao giờ tôi hiểu sâu lòng đất
là thấy đường lên cõi niết bàn",7 chu
97,98,Bà Chiêu cải giá,https://www.thivien.net/Nh%C3%A0n-Khanh/B%C3%A0-Chi%C3%AAu-c%E1%BA%A3i-gi%C3%A1/poem-ErQfARcOCqIP5EVKpY3-tw,"Nguyệt lão xe dây khéo vớ quàng
Xe người bạch phát với hồng nhan
Duyên kia đã vẹn lời non nước
Ước nọ nào quên nghĩa đá vàng
Khách điệp mới đưa tin nhạn nhắn
Chúa xuân chi tiếc cánh hoa tàn
Nam âm mấy vận ghi lòng thắm
Mừng chị Chiêu Quân đã quá quan",7 chu
98,99,"Bá Di, Thúc Tề",https://www.thivien.net/T%C3%B4n-Th%E1%BB%8D-T%C6%B0%E1%BB%9Dng/B%C3%A1-Di-Th%C3%BAc-T%E1%BB%81/poem-6cnEX0nteMaOfco59lqtYA,"Danh chẳng tham mà lợi chẳng mê,
Ấy gang hay sắt hỡi Di Tề?
Gặp xe vua Võ tay cầm lại,
Thấy thóc nhà Châu mặt ngoảnh đi.
Cô Trúc hồn về sương mịt mịt,
Thú Dương danh để đá tri tri.
Cầu nhơn chỉ đắc nhơn mà chớ,
Chẳng oán ai, ai lại oán chi.",7 chu
99,100,Ba hữu lệ,https://www.thivien.net/Qu%C3%A1ch-T%E1%BA%A5n/Ba-h%E1%BB%AFu-l%E1%BB%87/poem-TIfEpyVXdFKKAqGgXWiaKw,"Được quyền sống nhung lụa
Nghĩ gì thân gió sương
Riêng ai tình đất nước
Âm thầm dâng máu xương.",5 chu
